X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
-56.0930036752727,-15.6150000711535,1,1,Cuiaba,BRA-MGR,Mato Grosso,BR,Brazil,Provincial capital,540814,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-47.8977476573594,-15.7921109430588,2,2,Brasilia,BRA-DFD,Distrito Federal,BR,Brazil,National and provincial capital,2481272,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-49.2550016031605,-16.7270039245648,3,3,Goiania,BRA-GOI,Goias,BR,Brazil,Provincial capital,1297154,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-54.6159956592778,-20.4509970534418,4,4,Campo Grande,BRA-MGD,Mato Grosso do Sul,BR,Brazil,Provincial capital,776242,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-55.7479977164346,-22.5330030669473,5,5,Pedro Juan Caballero,PRY-AMM,Amambay,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-54.2833016846732,-24.0499980578648,6,6,Salto del Guaira,PRY-CNN,Canindeyu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-54.6229976038596,-25.5269969722584,7,7,Puerto Presidente Stroessner,PRY-APA,Alto Parana,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-55.8510026890448,-27.3770010186671,8,8,Encarnacion,PRY-ITA,Itapua,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-55.9060016795821,-27.3979980817788,9,9,Posadas,ARG-MSN,Misiones,AR,Argentina,Provincial capital,371896,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-69.191999562595,-12.6029970756788,10,10,Puerto Maldonado,PER-MDD,Madre de Dios,PE,Peru,Provincial capital,0,0, ,0,0, 
-71.98700367047,-13.5260010491837,11,11,Cuzco,PER-CUS,Cusco,PE,Peru,Provincial capital,428450,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-72.8839975843797,-13.6420019499903,12,12,Abancay,PER-APR,Apurimac,PE,Peru,Provincial capital,0,0, ,0,0, 
-70.0340035875686,-15.845003988551,13,13,Puno,PER-PUN,Puno,PE,Peru,Provincial capital,128637,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-71.5229995707925,-16.3980000700735,14,14,Arequipa,PER-ARQ,Arequipa,PE,Peru,Provincial capital,1080635,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-68.1462446098306,-16.4990069929844,15,15,La Paz,BOL-LPA,La Paz,BL,Bolivia,National and provincial capital,2143000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
-176.151563636364,-13.2732990621432,16,16,Mata-Utu,WLF,Wallis & Futuna,WF,Wallis & Futuna,National and provincial capital,0,0, ,55650,0, 
-171.739493590236,-13.8370229528312,17,17,Apia,WSM,Samoa,WS,Samoa,National capital,37391,7,"Less than 50,000",55670,0,UN_Data_2010_2020
-170.697860669935,-14.2683749752899,18,18,Pago Pago,ASM,American Samoa,AQ,American Samoa,National and provincial capital,3656,7,"Less than 50,000",55680,0,UN_Data_2010_2020
-149.570009699675,-17.5349969205116,19,19,Papeete,PYF,French Polynesia,FP,French Polynesia,National and provincial capital,25763,7,"Less than 50,000",55840,0,UN_Data_2010_2020
-169.916669572892,-19.0166669421493,20,20,Alofi,NIU,Niue,NE,Niue,National and provincial capital,639,7,"Less than 50,000",55695,0,UN_Data_2010_2020
-175.245650649682,-21.1309020566411,21,21,Nuku' alofa,TON,Tonga,TN,Tonga,National capital,35184,7,"Less than 50,000",55590,0,UN_Data_2010_2020
-159.766694593311,-21.2333040067977,22,22,Avarua,COK,Cook Is.,CW,Cook Is.,National and provincial capital,0,0, ,0,0, 
-130.103000556447,-25.0659990487314,23,23,Adamstown,PCN,Pitcairn Is.,PC,Pitcairn Is.,National and provincial capital,49,7,"Less than 50,000",0,0,UN_Data_2010_2020
-72.7019996490552,-45.4020029326915,24,24,Puerto Aisen,CHL-ADG,Aisen del General Carlos Ibanez del Campo,CI,Chile,Provincial capital,0,0, ,0,0, 
-67.4999996448174,-45.8299979536426,25,25,Comodoro Rivadavia,ARG-CHB,Chubut,AR,Argentina,Other,236437,5,"100,000 to 249,999",13920,0,UN_Data_2010_2020
-69.2289985645697,-51.6249990520445,26,26,Rio Gallegos,ARG-SCR,Santa Cruz,AR,Argentina,Provincial capital,122334,5,"100,000 to 249,999",13960,0,UN_Data_2010_2020
-57.8490025778688,-51.7010040418109,27,27,Stanley,FLK,Falkland Islands,FK,Falkland Is.,National and provincial capital,2108,7,"Less than 50,000",14000,0,UN_Data_2010_2020
-70.9346517116376,-53.1661680613599,28,28,Punta Arenas,CHL-MYA,Magallanes y de la Antartica Chilena,CI,Chile,Other,141984,5,"100,000 to 249,999",14100,0,UN_Data_2010_2020
-68.2980025577508,-54.792,29,29,Ushuaia,ARG-TDF,Tierra del Fuego,AR,Argentina,Provincial capital,164883,5,"100,000 to 249,999",13980,0,UN_Data_2010_2020
-70.9849976326495,-34.5879989557096,30,30,San Fernando,CHL-LGB,Libertador General Bernardo O'Higgins,CI,Chile,Provincial capital,0,0, ,0,0, 
-71.6599977001944,-35.4230010361015,31,31,Talca,CHL-MAU,Maule,CI,Chile,Provincial capital,236724,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-73.0549976412071,-36.8260019465456,32,32,Concepcion,CHL-BIO,Bio-Bio,CI,Chile,Provincial capital,238092,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-72.575999563634,-38.7289979976745,33,33,Temuco,CHL-ARC,Araucania,CI,Chile,Provincial capital,302931,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-68.2833325968593,-38.9449080027978,34,34,Neuquen,ARG-NEU,Neuquen,AR,Argentina,Provincial capital,307682,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-72.9520016047146,-41.4749969331433,35,35,Puerto Montt,CHL-LLA,Los Lagos,CI,Chile,Provincial capital,269398,4,"250,000 to 499,999",14270,0,UN_Data_2010_2020
-70.398998648551,-23.6410020503259,36,36,Antofagasta,CHL-ANT,Antofagasta,CI,Chile,Provincial capital,425725,4,"250,000 to 499,999",14660,1,UN_Data_2010_2020
-70.3320025891834,-27.3600000549543,37,37,Copiapo,CHL-ATC,Atacama,CI,Chile,Provincial capital,171766,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-71.2449986074399,-29.90099700617,38,38,La Serena,CHL-CQM,Coquimbo,CI,Chile,Provincial capital,249656,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-68.5269986796646,-31.5340019994952,39,39,San Juan,ARG-SJU,San Juan,AR,Argentina,Provincial capital,535947,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-68.8300015761618,-32.8969980627816,40,40,Mendoza,ARG-MND,Mendoza,AR,Argentina,Provincial capital,1025407,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-71.5550036140025,-33.0209999330198,41,41,Valparaiso,CHL-VLP,Valparaiso,CI,Chile,Provincial capital,315732,4,"250,000 to 499,999",14500,1,UN_Data_2010_2020
-70.647515553854,-33.4750230512851,42,42,Santiago,CHL-RMT,Region Metropolitana,CI,Chile,National and provincial capital,6748000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
-71.3320016411869,-29.9590020073739,43,43,Coquimbo,CHL-CQM,Coquimbo,CI,Chile,Other,256735,4,"250,000 to 499,999",14570,1,UN_Data_2010_2020
-80.4549956236396,-1.0559969660655,44,44,Portoviejo,ECU-MAN,Manabi,EC,Ecuador,Provincial capital,223086,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-79.0029986423904,-1.60599597303901,45,45,Guaranda,ECU-BLV,Bolivar,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-79.5300027020365,-1.79499601842896,46,46,Babahoyo,ECU-LRI,Los Rios,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-79.9078766942683,-2.20309196034628,47,47,Guayaquil,ECU-GUA,Guayas,EC,Ecuador,Provincial capital,2291158,2,"1,000,000 to 4,999,999",15270,0,UN_Data_2010_2020
-78.8439956543933,-2.75000403514377,48,48,Azogues,ECU-CAN,Canar,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-69.9499976283707,-4.14999893492125,49,49,Leticia,COL-AMZ,Amazonas,CO,Colombia,Provincial capital,0,0, ,0,0, 
-67.8120027010795,-9.9790019607487,50,50,Rio Branco,BRA-ACR,Acre,BR,Brazil,Provincial capital,308545,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-68.797547582883,-11.032497080698,51,51,Cobija,BOL-PAN,Pando,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-89.605997715387,-0.899999988735043,52,52,Baquerizo Moreno,ECU-GLP,Galapagos,EC,Ecuador,Provincial capital,0,0, ,15345,0, 
-79.0149957112207,-2.89800004304267,53,53,Cuenca,ECU-AZU,Azuay,EC,Ecuador,Provincial capital,331888,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-79.9540016235888,-3.26600094920804,54,54,Machala,ECU-EOR,El Oro,EC,Ecuador,Provincial capital,241606,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-80.4539965987899,-3.5679960502216,55,55,Tumbes,PER-TMB,Tumbes,PE,Peru,Provincial capital,0,0, ,0,1, 
-79.2039955911271,-3.98999692207439,56,56,Loja,ECU-LOJ,Loja,EC,Ecuador,Provincial capital,180617,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-78.9569996461344,-4.06899898639001,57,57,Zamora,ECU-ZCH,Zamora-Chinchipe,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-80.6249966556173,-5.19399893348134,58,58,Piura,PER-PIU,Piura,PE,Peru,Provincial capital,473025,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-79.8370016979325,-6.76299600587061,59,59,Chiclayo,PER-LMB,Lambayeque,PE,Peru,Provincial capital,552508,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-79.0299986252342,-8.11199695062721,60,60,Trujillo,PER-LLB,La Libertad,PE,Peru,Provincial capital,919899,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-76.9899956740693,-6.0120000501604,61,61,Mayobamba,PER-SMR,San Martin,PE,Peru,Provincial capital,0,0, ,0,0, 
-77.867999676168,-6.23500202297601,62,62,Chachapoyas,PER-AMZ,Amazonas,PE,Peru,Provincial capital,0,0, ,0,0, 
-78.5109957005031,-7.16200193039606,63,63,Cajamarca,PER-CJM,Cajamarca,PE,Peru,Provincial capital,201329,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-74.5270015968359,-8.3870010049145,64,64,Pucallpa,PER-UCY,Ucayali,PE,Peru,Provincial capital,327568,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-78.4531436062002,-8.93009702653438,65,65,Chimbote,PER-ANC,Ancash,PE,Peru,Other,354273,4,"250,000 to 499,999",15030,0,UN_Data_2010_2020
-77.5310036228792,-9.53600402578428,66,66,Huaraz,PER-ANC,Ancash,PE,Peru,Provincial capital,118836,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-76.230998583444,-9.92500199506129,67,67,Huanuco,PER-HUA,Huanuco,PE,Peru,Provincial capital,196627,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-76.2630026266538,-10.6869959947521,68,68,Cerro De Pasco,PER-PAS,Pasco,PE,Peru,Provincial capital,0,0, ,0,0, 
-78.5242795702664,-0.229499918330703,69,69,Quito,ECU-PCH,Pichincha,EC,Ecuador,National and provincial capital,1619146,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-78.6059997036818,-0.932004031944935,70,70,La Tacunga,ECU-CTP,Cotopaxi,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-77.8166995763779,-0.983303966251288,71,71,Tena,ECU-NAP,Napo,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-78.6200035928455,-1.24000205269062,72,72,Ambato,ECU-TNG,Tungurahua,EC,Ecuador,Provincial capital,178538,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-77.9869976515238,-1.48300206376803,73,73,Puyo,ECU-PST,Pastaza,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-78.6449965898723,-1.67100291882475,74,74,Riobamba,ECU-CHM,Chimborazo,EC,Ecuador,Provincial capital,156723,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-78.1149956211606,-2.3129999183102,75,75,Macas,ECU-MSN,Morona-Santiago,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-73.1909965802756,-3.75299999621269,76,76,Iquitos,PER-LOR,Loreto,PE,Peru,Provincial capital,377609,4,"250,000 to 499,999",12570,0,UN_Data_2010_2020
-77.1440037033016,-12.057002938738,77,77,Callao,PER-CAL,Callao,PE,Peru,Provincial capital,0,0, ,14950,1, 
-75.2110016586622,-12.0750029273005,78,78,Huancayo,PER-JUN,Junin,PE,Peru,Provincial capital,465834,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-74.9860016361472,-12.7899990713692,79,79,Huancavelica,PER-HNC,Huancavelica,PE,Peru,Provincial capital,0,0, ,0,1, 
-74.2210016257896,-13.1730030570317,80,80,Ayacucho,PER-AYC,Ayacucho,PE,Peru,Provincial capital,216444,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-75.7439997019229,-14.0640029873268,81,81,Ica,PER-ICA,Ica,PE,Peru,Provincial capital,289861,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-70.930997666962,-17.19399599719,82,82,Moquegua,PER-MOQ,Moquegua,PE,Peru,Provincial capital,0,0, ,0,1, 
-70.2510026406521,-18.0180000336011,83,83,Tacna,PER-TAC,Tacna,PE,Peru,Provincial capital,286240,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-70.1489966928917,-20.2210020721619,84,84,Iquique,CHL-TRP,Tarapaca,CI,Chile,Provincial capital,223463,5,"100,000 to 249,999",14760,0,UN_Data_2010_2020
-77.0450036007241,-12.0819959357647,85,85,Lima,PER-LIM,Lima,PE,Peru,National and provincial capital,9562280,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
-48.4980025622344,-1.43900095172785,86,86,Belem,BRA-PAR,Para,BR,Brazil,Provincial capital,1381475,2,"1,000,000 to 4,999,999",12490,0,UN_Data_2010_2020
-54.6100016756633,-2.45999706684296,87,87,Santarem,BRA-PAR,Para,BR,Brazil,Other,205711,5,"100,000 to 249,999",12510,0,UN_Data_2010_2020
-60.0149966783372,-3.12200104070791,88,88,Manaus,BRA-AMZ,Amazonas,BR,Brazil,Provincial capital,1792881,2,"1,000,000 to 4,999,999",12560,0,UN_Data_2010_2020
-63.9060027007604,-8.76200402114535,89,89,Porto Velho,BRA-RND,Rondonia,BR,Brazil,Provincial capital,369259,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-48.3603476281897,-10.2127679836511,90,90,Palmas,BRA-TCN,Tocantins,BR,Brazil,Provincial capital,221742,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-60.7499996313019,-19.9666980378181,91,91,Mayor Pablo Lagerenza,PRY-CHA,Chaco,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-58.0300016538273,-21.0359970126906,92,92,Fuerte Otimpo,PRY-APR,Alto Paraguay,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-60.6099956567169,-22.0300020810794,93,93,Mariscal Jose F. Estigarribia,PRY-BQR,Boqueron,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-64.9029955766135,-14.8410000665148,94,94,Trinidad,BOL-EBE,El Beni,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-66.1670006389238,-17.3840040035473,95,95,Cochabamba,BOL-CCH,Cochabamba,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-63.197414580421,-17.7887879555124,96,96,Santa Cruz de La Sierra,BOL-SCR,Santa Cruz,BL,Bolivia,Other,2248000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
-67.1110016755403,-17.9749979464107,97,97,Oruro,BOL-ORU,Oruro,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-65.2560026703667,-19.0420019938994,98,98,Sucre,BOL-CHQ,Chuquisaca,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-65.7559976455678,-19.5830010065916,99,99,Potosi,BOL-POT,Potosi,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-62.2040035983682,-20.5199999331426,100,100,Fortin Coronel Eugenia Garay,PRY-NAS,Nueva Asuncion,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-64.73099666042,-21.5319960539765,101,101,Tarija,BOL-TAR,Tarija,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-57.4289995902317,-23.4029969980132,102,102,Concepcion,PRY-CNC,Concepcion,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-58.8519987044215,-23.4360000660728,103,103,Pozo Colorado,PRY-PHA,Presidente Hayes,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-57.0770006229293,-24.0890040456565,104,104,San Pedro,PRY-SPE,San Pedro,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-57.6219955695368,-25.3050029604101,105,105,Asuncion,PRY-CNT,Central,PA,Paraguay,National capital,0,0, ,0,0, 
-56.4730016502683,-30.4100010772535,106,106,Artigas,URY-ART,Artigas,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-60.6979977153138,-31.6169999977259,107,107,Santa Fe,ARG-SFE,Santa Fe,AR,Argentina,Provincial capital,534204,3,"500,000 to 999,999",13560,1,UN_Data_2010_2020
-60.5320017188524,-31.730003989467,108,108,Parana,ARG-ERI,Entre Rios,AR,Argentina,Provincial capital,280520,4,"250,000 to 499,999",13570,0,UN_Data_2010_2020
-60.6639325731304,-32.9377320309412,109,109,Rosario,ARG-SFE,Santa Fe,AR,Argentina,Other,1321765,2,"1,000,000 to 4,999,999",13630,0,UN_Data_2010_2020
-57.950000564662,-34.9166969963989,110,110,La Plata,ARG-BAI,Buenos Aires,AR,Argentina,Provincial capital,895110,3,"500,000 to 999,999",13770,0,UN_Data_2010_2020
-56.7109976009798,-34.354997963763,111,111,San Jose De Mayo,URY-SJO,San Jose,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-57.8400025835875,-34.4799990243346,112,112,Colonia del Sacramento,URY-COL,Colonia,UY,Uruguay,Provincial capital,0,0, ,13140,0, 
-56.2840016048784,-34.5380040255385,113,113,Canelones,URY-CNL,Canelones,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-64.2879985599719,-36.628002072358,114,114,Santa Rosa,ARG-LPA,La Pampa,AR,Argentina,Provincial capital,127683,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-62.2740596160752,-38.7252719676073,115,115,Bahia Blanca,ARG-BAI,Buenos Aires,AR,Argentina,Other,314539,4,"250,000 to 499,999",13815,0,UN_Data_2010_2020
-62.9950317060399,-40.8150269189317,116,116,Viedma,ARG-RNE,Rio Negro,AR,Argentina,Provincial capital,0,0, ,0,0, 
-65.0999965914351,-43.2999990464076,117,117,Rawson,ARG-CHB,Chubut,AR,Argentina,Provincial capital,145647,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-58.4498336968446,-34.622496010243,118,118,Buenos Aires,ARG-DFD,Distrito Federal,AR,Argentina,National and provincial capital,15416728,1,"5,000,000 and greater",13760,1,UN_Data_2010_2020
-65.301002641773,-24.1980030018813,119,119,San Salvador De Jujuy,ARG-JUJ,Jujuy,AR,Argentina,Provincial capital,346920,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-65.408003713782,-24.7889969447447,120,120,Salta,ARG-SAL,Salta,AR,Argentina,Provincial capital,636406,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-65.213999608026,-26.829000061393,121,121,San Miguel De Tucuman,ARG-TCM,Tucuman,AR,Argentina,Provincial capital,900677,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-64.2689997120434,-27.7900020617225,122,122,Santiago Del Estero,ARG-SDE,Santiago del Estero,AR,Argentina,Provincial capital,402436,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-65.7809995787123,-28.4660009886334,123,123,Catamarca,ARG-CTM,Catamarca,AR,Argentina,Provincial capital,222984,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-66.8549966346652,-29.4129989343155,124,124,La Rioja,ARG-LRI,La Rioja,AR,Argentina,Provincial capital,222155,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-64.1799986285969,-31.316003921562,125,125,Cordoba,ARG-CRD,Cordoba,AR,Argentina,Provincial capital,1563702,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-66.3479997148822,-33.3160020255691,126,126,San Luis,ARG-SLU,San Luis,AR,Argentina,Provincial capital,235975,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-57.1400005828981,-25.3870019337911,127,127,Caacupe,PRY-CRD,Cordillera,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-56.4280016788621,-25.4529989683089,128,128,Coronel Oviedo,PRY-CAA,Caaguazu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-57.1509986268788,-25.6239990251365,129,129,Paraguari,PRY-PRG,Paraguari,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-56.4509966261895,-25.7840010379832,130,130,Villarrica,PRY-GUA,Guaira,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-58.1769986368764,-26.1829980263912,131,131,Formosa,ARG-FRM,Formosa,AR,Argentina,Provincial capital,252791,4,"250,000 to 499,999",13340,1,UN_Data_2010_2020
-58.2959966122321,-26.8679969475835,132,132,Pilar,PRY-NMB,Neembucu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-58.9869986186403,-27.4570019423488,133,133,Resistencia,ARG-CHA,Chaco,AR,Argentina,Provincial capital,414226,4,"250,000 to 499,999",13380,0,UN_Data_2010_2020
-58.8179966115122,-27.4869989997416,134,134,Corrientes,ARG-CRR,Corrientes,AR,Argentina,Provincial capital,379978,4,"250,000 to 499,999",13370,1,UN_Data_2010_2020
-57.2830016320322,-25.4060009472033,135,135,Ypacarai,PRY-CNT,Central,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-56.3679986279588,-26.199998990104,136,136,Caazapa,PRY-CAZ,Caazapa,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-57.1470026929637,-26.6730029185789,137,137,San Juan Bautista,PRY-MSN,Misiones,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-57.962996658342,-31.3959960746097,138,138,Salto,URY-SAL,Salto,UY,Uruguay,Provincial capital,0,0, ,13180,1, 
-58.0799965839983,-32.3319959763111,139,139,Paysandu,URY-PYS,Paysandu,UY,Uruguay,Provincial capital,0,0, ,13170,1, 
-58.3039975816636,-33.1389990490095,140,140,Fray Bentos,URY-RNE,Rio Negro,UY,Uruguay,Provincial capital,0,0, ,13160,0, 
-58.0149985743302,-33.2780039987446,141,141,Mercedes,URY-SOR,Soriano,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-56.5100006522431,-33.4170000123623,142,142,Durazno,URY-DRZ,Durazno,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-56.9009966712194,-33.5439989571496,143,143,Trinidad,URY-FLR,Flores,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-46.6229965826814,-23.5809989994226,144,144,Sao Paulo,BRA-SPA,Sao Paulo,BR,Brazil,Provincial capital,11152968,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
-46.3094906038277,-23.9546970115182,145,145,Santos,BRA-SPA,Sao Paulo,BR,Brazil,Other,419086,4,"250,000 to 499,999",12970,0,UN_Data_2010_2020
-49.2849986605532,-25.4300040209816,146,146,Curitiba,BRA-PAN,Parana,BR,Brazil,Provincial capital,1751907,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-48.6189985872895,-27.5759999177045,147,147,Florianopolis,BRA-SCT,Santa Catarina,BR,Brazil,Provincial capital,405189,4,"250,000 to 499,999",13030,0,UN_Data_2010_2020
-51.2080016860617,-30.0400019559052,148,148,Porto Alegre,BRA-RGS,Rio Grande do Sul,BR,Brazil,Provincial capital,1409351,2,"1,000,000 to 4,999,999",13080,0,UN_Data_2010_2020
-55.5290366890894,-30.887406043641,149,149,Rivera,URY-RIV,Rivera,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-55.982996592597,-31.7050020563227,150,150,Tacuarembo,URY-TCR,Tacuarembo,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-54.1770025943461,-32.3630009946713,151,151,Melo,URY-CLA,Cerro Largo,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-54.3750026340172,-33.2309970415214,152,152,Treinta Y Tres,URY-TYT,Treinta y Tres,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-56.2149985596939,-34.0990020244891,153,153,Florida,URY-FLD,Florida,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-55.2269965765207,-34.374996002025,154,154,Minas,URY-LVL,Lavalleja,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-54.3259976270946,-34.4969999880474,155,155,Rocha,URY-ROC,Rocha,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-54.9479965883182,-34.9129979401681,156,156,Maldonado,URY-MLD,Maldonado,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-56.1699985882875,-34.9200000502336,157,157,Montevideo,URY-MNT,Montevideo,UY,Uruguay,National and provincial capital,1383135,2,"1,000,000 to 4,999,999",13120,1,UN_Data_2010_2020
-38.4810026388199,-12.993003005923,158,158,Salvador,BRA-BAH,Bahia,BR,Brazil,Provincial capital,2674923,2,"1,000,000 to 4,999,999",12770,0,UN_Data_2010_2020
-5.7050006652521,-15.9219990670495,159,159,Jamestown,SHN,St. Helena,SH,St. Helena,National and provincial capital,0,0, ,46690,0, 
-43.9090016904225,-19.8520019756631,160,160,Belo Horizonte,BRA-MGE,Minas Gerais,BR,Brazil,Provincial capital,2375151,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-40.4139955818581,-20.332997937452,161,161,Vitoria,BRA-ESA,Espirito Santo,BR,Brazil,Provincial capital,327801,4,"250,000 to 499,999",12850,0,UN_Data_2010_2020
-43.4551855922148,-22.7215710345035,162,162,Rio de Janeiro,BRA-RDJ,Rio de Janeiro,BR,Brazil,Other,6320446,1,"5,000,000 and greater",12920,1,UN_Data_2010_2020
-42.8810036307256,-22.8390030379936,163,163,Niteroi,BRA-RDJ,Rio de Janeiro,BR,Brazil,Provincial capital,487562,4,"250,000 to 499,999",12930,0,UN_Data_2010_2020
-44.3009965687648,-2.51499605738019,164,164,Sao Luis,BRA-MRN,Maranhao,BR,Brazil,Provincial capital,958545,3,"500,000 to 999,999",12590,0,UN_Data_2010_2020
-38.589002570195,-3.78299705360564,165,165,Fortaleza,BRA-CEA,Ceara,BR,Brazil,Provincial capital,2452185,2,"1,000,000 to 4,999,999",12650,0,UN_Data_2010_2020
-42.80200156641,-5.10499801551852,166,166,Teresina,BRA-PIA,Piaui,BR,Brazil,Provincial capital,767559,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-35.2109967182542,-5.80599904105754,167,167,Natal,BRA-RGN,Rio Grande do Norte,BR,Brazil,Provincial capital,803739,3,"500,000 to 999,999",12690,0,UN_Data_2010_2020
-34.8669985548999,-7.12999805266981,168,168,Joao Pessoa,BRA-PAA,Paraiba,BR,Brazil,Provincial capital,720954,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-34.9149956008553,-8.08499696778341,169,169,Recife,BRA-PRN,Pernambuco,BR,Brazil,Provincial capital,1537704,2,"1,000,000 to 4,999,999",12730,0,UN_Data_2010_2020
